# GENERATED by scripts/sentence_census.py -- do not edit.
# Edit metadata/MF_RECOGNITION_SENTENCE_MAP.tsv and regenerate.
key	line	section	env	label	status	decls	sentence
568d02e21fe6	105	Introduction	mainthm	thm:recognition	formalized	GroupApproximation.Manuscript.MFRecognition.Recognition.exists_computable_mf_family GroupApproximation.Manuscript.MFRecognition.Recognition.manuscriptRecognition	There is a computable map $e\mapsto\widehat R_e$ such that $\widehat R_e$ presents an MF group if and only if the $e$-th partial computable function has infinite domain.
846e7ed01a37	149	Introduction		thm:recognition	definition	GroupApproximation.MFRecognitionPi02.MFChecker GroupApproximation.MFRecognitionPi02.primrec_MFChecker	A finite challenge is a pair $(W,k)$, where $W$ is a finite list of words and $k$ is a precision index.
082da53628b7	149	Introduction		thm:recognition	definition	GroupApproximation.MFRecognitionPi02.MFChecker GroupApproximation.MFRecognitionPi02.exists_answerCheck_iff	An answer supplies a word of $W$ together with a finite word-problem witness that it is trivial, or Gaussian-rational unitary matrices for the generators together with finite certificates that every relator has norm defect less than $1/(k+1)$ and every word of $W$ has norm displacement greater than $1/3$.
14f74e155802	149	Introduction		thm:recognition	formalized	GroupApproximation.Manuscript.MFRecognition.Certificates.isOperatorMF_iff_forall_exists_printedFiniteCertificate GroupApproximation.MFRecognitionPi02.isOperatorMF_iff_forall_exists_MFChecker GroupApproximation.MFRecognitionPi02.exists_MFChecker_iff GroupApproximation.MFRecognitionPi02.exists_answerCheck_iff GroupApproximation.Manuscript.MFRecognition.Certificates.printedFiniteCertificate_primrec GroupApproximation.MFRecognitionPi02.primrec_MFChecker GroupApproximation.MFRecognitionPi02.primrec_answerCheck GroupApproximation.MFRecognitionPi02.primrec_matrixAnswerCheck GroupApproximation.MFRecognitionPi02.primrecPred_matrixAnswerValid GroupApproximation.CodedMicrostateEncoding.primrec_voidAnswerCheck	All checks are primitive recursive, and a finite presentation defines an MF group if and only if every coded challenge has an accepted coded answer.
69cf5e19e7ea	149	Introduction		thm:recognition	formalized	GroupApproximation.Manuscript.MFRecognition.Certificates.manuscriptFiniteCertificatesUpperBound GroupApproximation.MFRecognitionPi02.operatorMFCode_pi02 GroupApproximation.MFRecognitionPi02.nonOperatorMFCode_sigma02	So $\mathrm{MF}_{\mathrm{fp}}\in\Pi^0_2$ and $\mathrm{NONMF}_{\mathrm{fp}}\in\Sigma^0_2$ (Section~\ref{sec:local}).
5d5715aa0f2d	161	Introduction		thm:recognition	structural	GroupApproximation.Manuscript.MFRecognition.Recognition.RecognitionFamily GroupApproximation.Manuscript.MFRecognition.Recognition.RecognitionFamily.code GroupApproximation.Manuscript.MFRecognition.Recognition.RecognitionFamily.computable_code	The presentation $\widehat R_e$ of Section~\ref{sec:compiler} is an HNN extension of a direct product $\Gamma_e\times F$, where $\Gamma_e$ is a central HNN extension of a product of free groups over a subgroup built from a Mihailova subgroup, which detects the word problem of a three-generator recursively presented group $Q_e$; and $Q_e$ is residually finite or contains $E$ according to whether the $e$-th domain is infinite or finite.
7bb02d510b7b	161	Introduction		thm:recognition	formalized	GroupApproximation.Manuscript.MFRecognition.Recognition.manuscriptNegativeBranch GroupApproximation.Manuscript.MFRecognition.Recognition.RecognitionFamily	If the domain is finite, then $\widehat R_e$ contains $E$ and is not MF\@.
7fa7ce0ef9f2	161	Introduction		thm:recognition	formalized	GroupApproximation.Manuscript.MFRecognition.Recognition.manuscriptPositiveBranch GroupApproximation.Manuscript.MFRecognition.Recognition.RecognitionFamily	If the domain is infinite, the edge isomorphism of the HNN extension is implemented by a unitary of a norm matrix corona, and $\widehat R_e$ is MF by Theorem~\ref{thm:hnn-permanence}.
ab2fb29c5244	173	Relation to prior work			attribution		Decision problems for finitely presented groups go back to Dehn, and the theorem of Adian and Rabin~\cite{Adian,Rabin} shows that no Markov property (one that some finitely presented group has and that no group containing some fixed finitely presented group has) can be recognized from a finite presentation.
edd1a38d47cb	173	Relation to prior work			attribution		Once a finitely presented non-MF group exists, the MF property is Markov and so undecidable; Theorem~\ref{thm:recognition} determines the exact level.
7c0a4164b6dc	173	Relation to prior work			attribution		A classical $\Pi^0_2$-complete recognition problem for finitely presented groups is torsion-freeness, by Lempp~\cite{Lempp}.
bee716d191f7	173	Relation to prior work			formalized	GroupApproximation.Manuscript.MFRecognition.Sentences.sentence_396318a13c21	Korchagin proved that the MF property is closed under direct limits~\cite[Proposition~13]{Korchagin}, so every finitely generated non-MF group is a quotient of a finitely presented one; the seed $E$ used below is the explicit finitely presented group of~\cite[Theorem~C]{NonMF}.
82f0fe18e4c5	173	Relation to prior work			structural		The operator algebra enters in the passage from recursive to finite presentations: the HNN extensions of Section~\ref{sec:compiler} are chosen so that Theorem~\ref{thm:hnn-permanence} applies to them.
2493b38aeb2d	189	Relation to prior work			provenance		The certificate checker of Section~\ref{sec:local} and the constructions of Section~\ref{sec:compiler} are formalized in Lean~4~\cite{LeanDev}.
0e50caf5a376	189	Relation to prior work			structural		Proofs whose remaining verification is routine are given in outline and refer there.
a7c657eb85c7	196	MF groups		sec:prelim	formalized	GroupApproximation.Manuscript.MFRecognition.Preliminaries.PrintedMFGroupDefinition GroupApproximation.Manuscript.MFRecognition.Preliminaries.manuscriptMFGroupDefinition GroupApproximation.Manuscript.OneSidedMFRadical.PrintedMFDefinitionLiteral GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptIntroductionMFDefinition GroupApproximation.isCDEOperatorMF_iff_isOperatorMF	A countable group $G$ is \emph{MF} if there are positive integers $d_n$ and maps $V_n\colon G\to\U(d_n)$, with $V_n(1)=1$, such that
6201111b83a0	202	MF groups		sec:prelim	structural		and
ebe3dc3abd3b	207	MF groups		sec:prelim	attribution		This is the operator norm notion of MF group introduced by Carri\'on--Dadarlat--Eckhardt~\cite{CDE}, and MF group always means this notion below.
ff70e0344062	207	MF groups		sec:prelim	attribution		The strong convergence convention also requires the matrix models to recover the norms of the left regular representation~\cite{GaoEtAl,Schafhauser}, so a group that is not MF in the present sense is not MF in that sense either.
05203f9f8c7f	207	MF groups		sec:prelim	formalized	GroupApproximation.Manuscript.MFRecognition.Preliminaries.manuscriptCoronaFormulation	Equivalently, $G$ embeds in the unitary group of the norm matrix corona associated to the sequence $\mathbf d=(d_n)$,
dc06e1057029	219	MF groups		sec:prelim	definition	GroupApproximation.Manuscript.OneSidedMFRadical.PrintedCoronaDenominator GroupApproximation.Manuscript.OneSidedMFRadical.manuscriptCoronaDenominator	where $\prod_nM_{d_n}(\C)$ is the $C^*$-algebra of bounded sequences and $\bigoplus_nM_{d_n}(\C)$ is its ideal of sequences with $\opnorm{x_n}\to0$.
089abd2aa0ca	219	MF groups		sec:prelim	formalized	GroupApproximation.Manuscript.MFRecognition.Preliminaries.manuscriptMFAlgebraDefinition	A separable $C^*$-algebra is called MF if it embeds as a $C^*$-subalgebra of a norm matrix corona~\cite{BK}.
3a88dbf43438	219	MF groups		sec:prelim	formalized	GroupApproximation.Manuscript.MFRecognition.Preliminaries.manuscriptSubgroupsOfMFAreMF GroupApproximation.IsOperatorMF.subgroup	Restricting models to a subgroup shows that subgroups of MF groups are MF\@.
76bc4eff61a4	227	MF groups		sec:prelim	definition	GroupApproximation.Manuscript.MFRecognition.Preliminaries.manuscriptBinaryLeavittGroup GroupApproximation.Manuscript.OneSidedMFRadical.RankTwelveEndpoint.R GroupApproximation.Manuscript.OneSidedMFRadical.RankTwelveEndpoint.H	Throughout, the binary Leavitt algebra $L_{\F_2}(1,2)$ is the unital $\F_2$-algebra generated by $s_0,s_1,t_0,t_1$ subject to $t_is_j=\delta_{ij}$ and $s_0t_0+s_1t_1=1$, and $H=\EL_{12}(L_{\F_2}(1,2))$ is the subgroup of $\GL_{12}(L_{\F_2}(1,2))$ generated by the elementary matrices $e_{ij}(a)=1+aE_{ij}$, $i\ne j$.
24a9424a74f6	227	MF groups		sec:prelim	formalized	GroupApproximation.Manuscript.MFRecognition.Preliminaries.manuscriptHTheoremB	By~\cite[Theorem~B]{NonMF}, every homomorphism from $H$ to an MF group is trivial; in particular $H$ is not MF\@.
fd6f0136aa34	237	Locality and finite certificates		sec:local	formalized	GroupApproximation.Manuscript.MFRecognition.Certificates.sequential_models_iff_finite_data	The MF property is defined through sequences of models on all of $G$, and it is determined by finite data with a fixed separation constant.
cd71a40e8cb9	237	Locality and finite certificates		sec:local	formalized	GroupApproximation.Manuscript.MFRecognition.Certificates.isOperatorMF_iff_isLocallyModelled GroupApproximation.Manuscript.MFRecognition.Certificates.LocalModel GroupApproximation.Manuscript.MFRecognition.Certificates.IsLocallyModelled GroupApproximation.Manuscript.MFRecognition.Certificates.korchagin_fixed_separation_reformulation	The following formulation is derived from Korchagin~\cite[Propositions~5 and~7]{Korchagin}.
3e9d521706fb	243	Locality and finite certificates	lemma	lem:local-models	formalized	GroupApproximation.OperatorMFLocalNormalization.isOperatorMF_iff_isNormApproximable_one	A countable group $G$ is MF if and only if for every finite set $F\subseteq G$ containing $1$ and every $\varepsilon>0$ there are $d\ge1$ and a map $V\colon F\to\U(d)$ with $V(1)=1$ such that
4784ac860360	254	Locality and finite certificates	proof	lem:local-models	formalized	GroupApproximation.Manuscript.MFRecognition.Certificates.isOperatorMF_of_isLocallyModelled	Maps for an exhaustion $(F_n,1/n)$ of $G$, extended by $1$ outside $F_n$, form an MF model.
d51ddeead454	254	Locality and finite certificates	proof	lem:local-models	formalized	GroupApproximation.Manuscript.MFRecognition.Certificates.amplification_raises_separation GroupApproximation.Manuscript.MFRecognition.Certificates.exists_localModel_of_isOperatorMF	Conversely, Korchagin's amplification --- replacing $V_n$ by an iterated adjoint representation $\operatorname{Ad}^k\circ V_n$ --- raises the separation of a fixed nonidentity element to $\sqrt2$ while multiplying the defects by a constant~\cite[Proposition~5]{Korchagin}, and a block direct sum of late amplified models, one summand for each $g\in F\setminus\{1\}$, gives the stated map~\cite[Proposition~7]{Korchagin}.
b4a096a92e57	263	Locality and finite certificates		lem:local-models	definition	GroupApproximation.Manuscript.MFRecognition.Certificates.PrintedSigma01 GroupApproximation.Manuscript.MFRecognition.Certificates.PrintedPi01 GroupApproximation.Manuscript.MFRecognition.Certificates.PrintedSigma02 GroupApproximation.Manuscript.MFRecognition.Certificates.PrintedPi02 GroupApproximation.Manuscript.MFRecognition.Certificates.sigma01_of_printedSigma01 GroupApproximation.Manuscript.MFRecognition.Certificates.pi01_of_printedPi01 GroupApproximation.Manuscript.MFRecognition.Certificates.pi02_of_printedPi02 GroupApproximation.Manuscript.MFRecognition.Certificates.sigma02_of_printedSigma02	We use the Kleene--Mostowski arithmetical hierarchy in its standard form~\cite{Soare}: a set $A\subseteq\mathbb N$ is $\Sigma^0_1$ if $A=\{x:\exists y\,R(x,y)\}$ for a decidable relation $R$, it is $\Pi^0_1$ if its complement is $\Sigma^0_1$, and $\Sigma^0_2$ and $\Pi^0_2$ are the classes $\{x:\exists y\,\forall z\,R(x,y,z)\}$ and $\{x:\forall y\,\exists z\,R(x,y,z)\}$ with $R$ decidable.
8d2338091a30	263	Locality and finite certificates		lem:local-models	formalized	GroupApproximation.Manuscript.MFRecognition.Certificates.effective_presentation_coding	Fix an effective coding of finite presentations by natural numbers, under which a code determines computably its number of generators and its finite list of relator words, and write $G_P$ for the group presented by the code $P$.
bbf9fb702b83	263	Locality and finite certificates		lem:local-models	definition	GroupApproximation.Manuscript.MFRecognition.Certificates.MFfp GroupApproximation.Manuscript.MFRecognition.Certificates.NONMFfp GroupApproximation.Manuscript.MFRecognition.Certificates.mem_MFfp_iff GroupApproximation.Manuscript.MFRecognition.Certificates.mem_NONMFfp_iff	Let $\mathrm{MF}_{\mathrm{fp}}$ be the set of codes $P$ such that $G_P$ is MF, and $\mathrm{NONMF}_{\mathrm{fp}}$ its complement.
b1da7f2f3aa0	263	Locality and finite certificates		lem:local-models	formalized	GroupApproximation.Manuscript.MFRecognition.Certificates.korchagin_proposition_eight GroupApproximation.CodedMicrostateEncoding.voidAnswerCheck GroupApproximation.CodedMicrostateEncoding.exists_voidAnswerCheck_iff GroupApproximation.AdianRabinWordProblem.wordProblem_iff_exists_rawCertificate	Korchagin's Proposition~8~\cite{Korchagin} is the finite-presentation form of Lemma~\ref{lem:local-models}; the certificates below add normal-closure witnesses for the trivial words, and the relation becomes decidable.
986567176317	279	Locality and finite certificates	proposition	prop:mf-upper-bound	formalized	GroupApproximation.Manuscript.MFRecognition.Certificates.isOperatorMF_iff_forall_exists_printedFiniteCertificate GroupApproximation.Manuscript.MFRecognition.Certificates.printedFiniteCertificate_primrec GroupApproximation.Manuscript.MFRecognition.Certificates.exists_decidable_printed_certificate_relation	There is a decidable relation $C(P,n,c)$ on triples of natural numbers such that a code $P$ lies in $\mathrm{MF}_{\mathrm{fp}}$ if and only if for every $n$ there is $c$ with $C(P,n,c)$.
8b7c6fcc3995	279	Locality and finite certificates	proposition	prop:mf-upper-bound	formalized	GroupApproximation.Manuscript.MFRecognition.Certificates.manuscriptFiniteCertificatesUpperBound GroupApproximation.MFRecognitionPi02.operatorMFCode_pi02 GroupApproximation.MFRecognitionPi02.nonOperatorMFCode_sigma02 GroupApproximation.Manuscript.MFRecognition.Certificates.printedCertificatesUpperBound	Consequently $\mathrm{MF}_{\mathrm{fp}}\in\Pi^0_2$ and $\mathrm{NONMF}_{\mathrm{fp}}\in\Sigma^0_2$.
48a982480558	287	Locality and finite certificates	proof	prop:mf-upper-bound	definition	GroupApproximation.Manuscript.MFRecognition.Certificates.presentation_data	Let $P=\langle x_1,\dots,x_s\mid r_1,\dots,r_m\rangle$.
d3ea91df84ca	287	Locality and finite certificates	proof	prop:mf-upper-bound	definition	GroupApproximation.CodedMicrostateEncoding.Challenge GroupApproximation.CodedMicrostateEncoding.challengeWords GroupApproximation.CodedMicrostateEncoding.challengeScale	A \emph{challenge} is a pair $(W,k)$, where $W$ is a finite list of words in the generators and $k\in\mathbb N$.
16c5285eadcb	287	Locality and finite certificates	proof	prop:mf-upper-bound	definition	GroupApproximation.MFRecognitionPi02.AnswersOpen	The challenge is answered if either
f48a8841d628	292	Locality and finite certificates	enumerate	prop:mf-upper-bound	definition	GroupApproximation.MFRecognitionPi02.AnswersOpen GroupApproximation.AdianRabinWordProblem.WordProblem	some $w\in W$ represents $1$ in $G_P$, or
0921c25319e9	293	Locality and finite certificates	enumerate	prop:mf-upper-bound	definition	GroupApproximation.MFRecognitionPi02.PassesOpen GroupApproximation.MFRecognitionPi02.AnswersOpen	there are unitary matrices $U_1,\dots,U_s$ such that
0597f441dcca	300	Locality and finite certificates	proof	prop:mf-upper-bound	formalized	GroupApproximation.MFRecognitionPi02.isOperatorMF_iff_forall_openAnswers	Then
3a4416f0d9c3	306	Locality and finite certificates	proof	prop:mf-upper-bound	formalized	GroupApproximation.MFRecognitionPi02.isOperatorMF_iff_forall_openAnswers GroupApproximation.MFMicrostate.isOperatorMF_iff_forall_answers	For the forward implication, apply Lemma~\ref{lem:local-models} to the finite set of elements represented by the prefixes of the relators and of the words of $W$, at a scale $\varepsilon$ small against the lengths of those words; if one of the challenged words is trivial, use the first answer, and otherwise the two strict inequalities hold with room to spare.
f0fb53814e78	306	Locality and finite certificates	proof	prop:mf-upper-bound	structural	GroupApproximation.MFMicrostate.ev_surjective	Conversely, choose a word representative of each element of $G_P$.
e0db1a1e6171	306	Locality and finite certificates	proof	prop:mf-upper-bound	formalized	GroupApproximation.MFRecognitionPi02.isOperatorMF_iff_forall_openAnswers GroupApproximation.MFMicrostate.exists_area_bound_list GroupApproximation.MFMicrostate.exists_area_bound	For a finite set of elements, the second answer to the challenge formed by their pairwise quotient words gives models separated by $1/3$, and the relator bounds, together with a fixed finite normal-closure expression for each multiplication word, make the multiplicative defects tend to zero.
60127e8b7f81	306	Locality and finite certificates	proof	prop:mf-upper-bound	formalized	GroupApproximation.MFRecognitionPi02.isOperatorMF_iff_forall_openAnswers GroupApproximation.IsWeakMF.isOperatorMF	This is the MF condition.
16616b7096fc	318	Locality and finite certificates	proof	prop:mf-upper-bound	structural	GroupApproximation.CodedMicrostateEncoding.MFAnswerCertificate	The matrix answers are coded as finite data.
b29ef7a71eca	318	Locality and finite certificates	proof	prop:mf-upper-bound	definition	GroupApproximation.CodedMicrostateEncoding.VoidAnswer GroupApproximation.CodedMicrostateEncoding.voidWord GroupApproximation.CodedMicrostateEncoding.voidSearchData GroupApproximation.CodedMicrostateEncoding.voidAnswerCheck GroupApproximation.CodedMicrostateEncoding.exists_voidAnswerCheck_iff	A \emph{void answer} is a word $w\in W$ and a finite search witness exhibiting $w$ as a product of conjugates of the relators and their inverses.
73b65039e740	318	Locality and finite certificates	proof	prop:mf-upper-bound	definition	GroupApproximation.CodedMicrostateEncoding.MatrixAnswer GroupApproximation.CodedMicrostateEncoding.matrixDimension GroupApproximation.CodedMicrostateEncoding.matrixGenerators GroupApproximation.CodedMicrostateEncoding.matrixUpperCertificates GroupApproximation.CodedMicrostateEncoding.matrixLowerCertificates GroupApproximation.EffectiveMatrixCode.MatrixCode	A \emph{matrix answer} is a positive dimension, Gaussian-rational matrices for the generators, one upper-norm certificate for each relator, and one lower-norm certificate for each word of $W$.
38153c52ea5d	318	Locality and finite certificates	proof	prop:mf-upper-bound	definition	GroupApproximation.EffectiveMicrostateSemantics.GeneratorsUnitary GroupApproximation.EffectiveMicrostateSemantics.generatorsUnitaryDecidable GroupApproximation.EffectiveOperatorNormCode.upperNormCert GroupApproximation.EffectiveOperatorNormCode.lowerThirdCert GroupApproximation.MFRecognitionPi02.UpperPacket GroupApproximation.MFRecognitionPi02.LowerPacket GroupApproximation.MFRecognitionPi02.wordDefect	The checker verifies exact unitarity; for upper bounds it uses the power and Frobenius estimates for $X^*X$, and for lower bounds a coded rational vector.
c33f2cb7f425	318	Locality and finite certificates	proof	prop:mf-upper-bound	formalized	GroupApproximation.MFRecognitionPi02.primrec_answerCheck GroupApproximation.MFRecognitionPi02.primrec_matrixAnswerCheck GroupApproximation.MFRecognitionPi02.primrecPred_matrixAnswerValid GroupApproximation.CodedMicrostateEncoding.primrec_voidAnswerCheck GroupApproximation.MFRecognitionPi02.primrec_MFChecker	So every field is finite data and the complete answer checker is primitive recursive.
06fd68d60707	318	Locality and finite certificates	proof	prop:mf-upper-bound	formalized	GroupApproximation.MFRecognitionPi02.exists_matrixAnswerCheck_iff GroupApproximation.MFRecognitionPi02.exists_matrixAnswerCheck_of_coded_openPasses GroupApproximation.MFRecognitionPi02.openPasses_of_matrixAnswerCheck_eq_true GroupApproximation.RationalMatrixEncoding.exists_unitary_matrixCode_close GroupApproximation.EffectiveOperatorNormCode.exists_upperNormCert_of_opNorm_lt_invSucc GroupApproximation.EffectiveOperatorNormCode.exists_lowerThirdCert_of_one_third_lt_opNorm GroupApproximation.EffectiveOperatorNormCode.opNorm_lt_invSucc_of_upperNormCert GroupApproximation.EffectiveOperatorNormCode.one_third_lt_opNorm_of_lowerThirdCert	Every strict matrix answer in~\eqref{eq:open-challenges} has such a coded rational answer: the Cayley transform $(1+ia)(1-ia)^{-1}$ of a Gaussian-rational Hermitian matrix $a$ is a Gaussian-rational unitary, and these unitaries are dense in $\U(d)$; soundness of the norm certificates gives the converse.
606da6312c03	332	Locality and finite certificates	proof	prop:mf-upper-bound	definition	GroupApproximation.CodedMicrostateEncoding.challengeAt GroupApproximation.CodedMicrostateEncoding.answerCertificateAt GroupApproximation.CodedMicrostateEncoding.challengeAt_surjective GroupApproximation.CodedMicrostateEncoding.answerCertificateAt_surjective GroupApproximation.MFRecognitionPi02.MFChecker GroupApproximation.Manuscript.MFRecognition.Certificates.PrintedFiniteCertificate	Fix total computable decoders $n\mapsto(W_n,k_n)$ for challenges and $c\mapsto a_c$ for answers, both surjective, and let $C(P,n,c)$ mean that the answer checker accepts $a_c$ for $(W_n,k_n)$.
2d6ac048ebb9	332	Locality and finite certificates	proof	prop:mf-upper-bound	formalized	GroupApproximation.MFRecognitionPi02.primrec_MFChecker GroupApproximation.MFRecognitionPi02.isOperatorMF_iff_forall_exists_MFChecker GroupApproximation.Manuscript.MFRecognition.Certificates.printedFiniteCertificate_primrec GroupApproximation.Manuscript.MFRecognition.Certificates.isOperatorMF_iff_forall_exists_printedFiniteCertificate	Then $C$ is primitive recursive and~\eqref{eq:open-challenges} becomes
704677af1dbe	341	Locality and finite certificates	proof	prop:mf-upper-bound	formalized	GroupApproximation.MFRecognitionPi02.operatorMFCode_pi02 GroupApproximation.MFRecognitionPi02.nonOperatorMFCode_sigma02 GroupApproximation.Manuscript.MFRecognition.Certificates.manuscriptFiniteCertificatesUpperBound	So $\mathrm{MF}_{\mathrm{fp}}\in\Pi^0_2$, and taking complements gives $\mathrm{NONMF}_{\mathrm{fp}}\in\Sigma^0_2$.
47604663f047	351	HNN extensions with a corona conjugator		sec:hnn	formalized	GroupApproximation.Manuscript.MFRecognition.Preliminaries.PrintedHNNPermanenceHeadline GroupApproximation.Manuscript.MFRecognition.Preliminaries.manuscriptHNNPermanenceHeadline	If the edge isomorphism of an HNN extension is implemented by a unitary of a norm matrix corona, then the HNN extension is MF\@.
8fcb4c37d063	351	HNN extensions with a corona conjugator		sec:hnn	attribution		For $\theta=\mathrm{id}$ this is close to Shulman's theorem on central HNN extensions~\cite{Shulman}; the version below assumes a tracial state vanishing off the identity and allows a nontrivial edge isomorphism.
c56a0e29fe01	351	HNN extensions with a corona conjugator		sec:hnn	structural		The corona unitary implements the edge isomorphism, and the trace and the left regular representation show that the group embeds in the resulting algebra.
2d35e11ad64d	359	HNN extensions with a corona conjugator		sec:hnn	definition	GroupApproximation.Manuscript.MFRecognition.Preliminaries.AdmitsTracialMFRealization GroupApproximation.Manuscript.MFRecognition.Preliminaries.admitsTracialMFRealization_iff_isRegularlyRealized GroupApproximation.Manuscript.OneSidedMFRadical.HNNCoronaConjugatorSentenceAudit.RegularRealizationData GroupApproximation.Manuscript.OneSidedMFRadical.HNNCoronaConjugatorSentenceAudit.IsRegularlyRealized	A countable group $G$ \emph{admits a tracial MF realization} $(A,\rho,\tau)$ if $A$ is a separable unital MF $C^*$-algebra, $\rho\colon G\to\U(A)$ is a homomorphism, and $\tau$ is a tracial state on $A$ with $\tau(\rho(g))=0$ for every $g\ne1$.
b89e22ba5034	359	HNN extensions with a corona conjugator		sec:hnn	formalized	GroupApproximation.Manuscript.MFRecognition.Preliminaries.manuscriptTracialRealizationImpliesMF	Since $\tau(1)=1$, such a group embeds in $\U(A)$, so it is MF\@.
bbe52533348e	359	HNN extensions with a corona conjugator		sec:hnn	formalized	GroupApproximation.Manuscript.MFRecognition.Preliminaries.rho_injective_of_unital_vanishing GroupApproximation.Manuscript.MFRecognition.Preliminaries.isOperatorMF_of_unital_vanishing	Only the vanishing of $\tau$ off the identity is used below, and the constructions below produce tracial states.
699ff3b1ef5d	359	HNN extensions with a corona conjugator		sec:hnn	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.HNNCoronaConjugatorSentenceAudit.RegularRealizationData.rho_injective GroupApproximation.Manuscript.OneSidedMFRadical.HNNCoronaConjugatorSentenceAudit.RegularRealizationData.isOperatorMF	To embed an arbitrary norm matrix corona $\mathcal Q_{\mathbf d}$ in $\prod_kM_k(\C)/\bigoplus_kM_k(\C)$, choose a strictly increasing sequence $(m_n)$ with $m_n\ge d_n$, embed $M_{d_n}(\C)$ as a corner of $M_{m_n}(\C)$, and put zero in the unused coordinates.
a32361dbd461	359	HNN extensions with a corona conjugator		sec:hnn	formalized	GroupApproximation.Manuscript.MFRecognition.CoronaEmbeddingRemark.isMFAlgebra_iff_embeds_universalCorona GroupApproximation.Manuscript.MFRecognition.CoronaEmbeddingRemark.spreadCoronaHom GroupApproximation.Manuscript.MFRecognition.CoronaEmbeddingRemark.spreadCoronaHom_injective	The resulting map on reduced products is an isometric $*$-homomorphism, so the MF algebras of Section~\ref{sec:prelim} are the separable $C^*$-algebras that embed in the latter corona, as in~\cite{BK,Shulman}.
