# GENERATED by scripts/sk_sentence_census.py -- do not edit.
# Land rows under metadata/sk-census-rows/ and regenerate with --merge.
# Manuscript simple_kazhdan_sofic_group.tex at commit 22cdba8cb8a062eb4cb974524f6733ccbe1af69f, SHA-256 0930d88f5f13255ec380a1b428c197182f4820addf7a38128f9282ea0b8a2fc5, md5 d41890ab34d9442fc380f4f27993220d
key	line	end	section	env	label	status	decls	sentence
aaf5fe1a98c3	63	66				attribution		Arzhantseva listed the sofic form among open questions, and gave an infinite simple Kazhdan group that is asymptotically residually finite, a weaker property in which the generating set may change with the radius~\cite[\S3]{Arzhantseva}.
b727e9e6c738	66	67				formalized	GroupApproximation.Full.SK06.exists_gx_brownForm GroupApproximation.Full.SK06.brownForm_gx GroupApproximation.Full.SK05.printedMainTheoremSK01	The groups below answer all three forms of the question positively.
c85748f7d742	70	72		theorem	thm:main	definition	GroupApproximation.Full.SK05.PrintedMainTheoremSK01 GroupApproximation.Full.SK05.PrintedMainTheorem GroupApproximation.Full.SKRoot.thm_main GroupApproximation.SimpleKazhdanSofic.subshiftHomeo GroupApproximation.SimpleKazhdanSofic.IsMinimal GroupApproximation.SimpleKazhdanSofic.R GroupApproximation.SimpleKazhdanSofic.PrintedSimpleKazhdanSoficMain	Let $X\subseteq A^{\Z}$ be an infinite minimal subshift over a finite alphabet, with shift $T$, and let $\LC(X,\F_2)$ be the ring of locally constant functions $X\to\F_2$.
0597f441dcca	72	72		theorem	thm:main	structural	GroupApproximation.Full.SK05.printedMainTheoremSK01 GroupApproximation.Full.SKRoot.thm_main	Then
c1c1f14f5a22	73	75		display	thm:main	definition	GroupApproximation.Full.SK05.EL GroupApproximation.Full.SKRoot.thm_main GroupApproximation.SimpleKazhdanSofic.G GroupApproximation.SimpleKazhdanSofic.R	[display] G_X=\EL_3\bigl(\LC(X,\F_2)\rtimes_T\Z\bigr)
34bf973db4c8	76	78		theorem	thm:main	formalized	GroupApproximation.Full.SK05.main_printed_sk01 GroupApproximation.Full.SK05.printedMainTheoremSK01 GroupApproximation.Full.SK01.IsFiniteSimpleSL3NF2 GroupApproximation.Full.SKRoot.thm_main GroupApproximation.SimpleKazhdanSofic.ThmMainA.IsExpanderLimitOfClass GroupApproximation.SimpleKazhdanSofic.ThmMainA.isExpanderLimit_of_isMarkedLimit	is an infinite, finitely generated, simple group with Kazhdan's property~\textup{(T)}, and an expander limit, in the sense defined below, of finite simple groups $\SL_{3N}(\F_2)$.
8e2fecfd278a	78	79		theorem	thm:main	formalized	GroupApproximation.Full.SK05.printedMainTheoremSK01 GroupApproximation.Full.SK01.limitsOfFiniteGroupsAreLEF GroupApproximation.Full.SK01.printedIsSofic_iff GroupApproximation.Full.SK01.printedIsHyperlinear_of_isSofic GroupApproximation.Full.SKRoot.thm_main GroupApproximation.SimpleKazhdanSofic.PrintedSimpleKazhdanSoficMain GroupApproximation.SimpleKazhdanSofic.printedSimpleKazhdanSoficMain_of_pieces	So $G_X$ is locally embeddable into finite groups \textup{(LEF)}, sofic and hyperlinear.
2d5abd159c20	82	84			thm:main	formalized	GroupApproximation.Full.SK06.brownForm_gx GroupApproximation.Full.SK06.exists_gx_brownForm GroupApproximation.Full.SKRoot.thm_main	In Brown's form, $G_X$ lies in the unitary group of the McDuff factor $L(G_X)\mathbin{\bar\otimes}\mathcal R$, which embeds in $\mathcal R^\omega$ (Section~\ref{sec:proof}).
b29ef9356be0	86	86			thm:main	formalized	GroupApproximation.Full.SK05.main_printed GroupApproximation.Full.SK05.main GroupApproximation.Full.SKRoot.thm_main	Here $X$ is a closed shift-invariant set in which every orbit is dense.
485d61c8b3e5	86	87			thm:main	definition	GroupApproximation.Full.SK01.IsMarking GroupApproximation.Full.SK01.MarkedGroup GroupApproximation.Full.SKRoot.thm_main GroupApproximation.SimpleKazhdanSofic.ThmMainA.IsMarking GroupApproximation.SimpleKazhdanSofic.ThmMainA.MarkedGroup	A \emph{marked group} is a group with a finite generating tuple.
f7ba50746971	87	92			thm:main	definition	GroupApproximation.Full.SK01.MarkedConverges GroupApproximation.Full.SK01.markedConverges_iff_isMarkedLimit GroupApproximation.Full.SKRoot.thm_main GroupApproximation.SimpleKazhdanSofic.ThmMainA.MarkedConverges	Marked groups $(Q_k,\bar q_k)$ converge to a marked group $(G,\bar g)$ in the space of marked groups~\cite{Grigorchuk,Champetier} if the tuples have the same length $m$ and, for each word $w$ in $m$ letters and their inverses and all large $k$ depending on $w$, we have $w(\bar q_k)=1$ if and only if $w(\bar g)=1$.
315fa0731bef	92	98			thm:main	definition	GroupApproximation.Full.SK01.cayleyNeighbors GroupApproximation.Full.SK01.IsExpanderLimit GroupApproximation.Full.SKRoot.thm_main GroupApproximation.SimpleKazhdanSofic.ThmMainA.cayleyNeighbors GroupApproximation.SimpleKazhdanSofic.ThmMainA.IsExpanderLimit	We call $(G,\bar g)$ an \emph{expander limit} of the $(Q_k,\bar q_k)$ if moreover the $Q_k$ are finite, $|Q_k|\to\infty$, and their Cayley graphs with respect to the $\bar q_k$ form a family of expanders: there is $\varepsilon>0$ such that for every $k$, every set of at most $|Q_k|/2$ elements of $Q_k$ has at least $\varepsilon$ times as many neighbors outside it as it has elements, the neighbors of an element being its products with the entries of $\bar q_k$ and their inverses.
77545f196635	98	100			thm:main	definition	GroupApproximation.Full.SK01.IsExpanderLimitOfClass GroupApproximation.Full.SKRoot.thm_main GroupApproximation.SimpleKazhdanSofic.ThmMainA.IsExpanderLimitOfClass	A group is an expander limit of groups from a class if some marking of it is an expander limit of marked groups from that class.
10febad97b5c	102	104			thm:main	definition	GroupApproximation.Full.SK01.IsLEFPrinted GroupApproximation.Full.SK01.isLEFPrinted_iff_isTextbookLEF GroupApproximation.Full.SKRoot.thm_main GroupApproximation.IsTextbookLEF	A group is LEF~\cite{VershikGordon} if each finite subset $\Phi$ maps injectively into a finite group by a map that preserves every product $gh$ with $g,h,gh\in\Phi$.
4ae0d642c68a	104	105			thm:main	formalized	GroupApproximation.Full.SK01.limitsOfFiniteGroupsAreLEF GroupApproximation.Full.SK01.limitsOfFiniteGroupsAreLEFPrinted GroupApproximation.Full.SKRoot.thm_main GroupApproximation.SimpleKazhdanSofic.ThmMainA.manuscriptSentence_limitsOfFiniteGroupsAreLEF	Limits of finite groups in the space of marked groups are LEF.
401e52dd2824	105	109			thm:main	definition	GroupApproximation.Full.SK01.PrintedIsSofic GroupApproximation.Full.SK01.PrintedIsHyperlinear GroupApproximation.Full.SK01.printedIsSofic_iff GroupApproximation.Full.SK01.printedIsHyperlinear_iff GroupApproximation.Full.SKRoot.thm_main	Sofic and hyperlinear groups are defined by approximately multiplicative maps into finite symmetric groups with the normalized Hamming distance, and into unitary groups with the normalized Hilbert--Schmidt distance, that keep nontrivial elements uniformly far from~$1$~\cite{Pestov}.
54e33325e875	109	111			thm:main	attribution	GroupApproximation.Full.SKRoot.thm_main	Hyperlinear groups were named by R\u{a}dulescu~\cite{Radulescu}, and sofic groups were introduced by Gromov~\cite{Gromov99} and named by Weiss~\cite{Weiss}.
7f9d643a28c5	113	113			thm:main	structural	GroupApproximation.Full.SK05.printedProofIngredients GroupApproximation.Full.SKRoot.thm_main	The proof has three ingredients.
da58a6475741	115	115		itemize	thm:main	structural	GroupApproximation.Full.SK05.printedProofIngredients GroupApproximation.Full.SKRoot.thm_main	\emph{Property~\textup{(T)}.
f3342a6d3614	115	117		itemize	thm:main	formalized	GroupApproximation.Full.SK05.ingredients_propertyT GroupApproximation.Full.SK05.IngredientsPropertyT GroupApproximation.Full.SKRoot.thm_main	The ring $\LC(X,\F_2)\rtimes_T\Z$ consists of the finite sums $\sum_jf_ju^j$ with $f_j\in\LC(X,\F_2)$, multiplied using $ufu^{-1}=f\circ T^{-1}$.
cbcaca37b5ec	117	119		itemize	thm:main	formalized	GroupApproximation.Full.SK05.ingredients_propertyT GroupApproximation.Full.SK05.IngredientsPropertyT GroupApproximation.Full.SKRoot.thm_main	It is finitely generated, so $G_X$ has Kazhdan's property~\textup{(T)}~\cite{Kazhdan} by the theorem of Ershov and Jaikin-Zapirain~\cite{EJZ}.
a0cfd12d5e67	120	123		itemize	thm:main	formalized	GroupApproximation.Full.SK05.printedIngredientsSimplicity GroupApproximation.Full.SK05.ingredients_normal_contains_copy GroupApproximation.Full.SKRoot.thm_main	\emph{Simplicity.} A nontrivial normal subgroup contains a nontrivial commutator lying in a copy of the finite simple group $\GL_d(\F_2)$ over a clopen tower, a small clopen set with its disjoint translates (Figure~\ref{fig:models}(b)).
510ed3284bf7	123	124		itemize	thm:main	formalized	GroupApproximation.Full.SK05.ingredients_normal_contains_copy GroupApproximation.Full.SK05.printedIngredientsSimplicity GroupApproximation.Full.SKRoot.thm_main	So it contains this group and with it an elementary matrix, from which minimality gives every elementary matrix.
c873cc5ffa5b	125	129		itemize	thm:main	formalized	GroupApproximation.Full.SK05.ingredients_finiteModels GroupApproximation.Full.SK05.IngredientsFiniteModels GroupApproximation.Full.SKRoot.thm_main	\emph{Finite models.} A periodic sequence of period $N$ approximating $X$ turns the shift into a cyclic permutation matrix and each locally constant function into a diagonal matrix (Figure~\ref{fig:models}(a)), as in the proof by Grigorchuk and Medynets that topological full groups of minimal Cantor systems are LEF~\cite[Theorem~2.6]{GM}.
f94577cbbaa3	129	130		itemize	thm:main	formalized	GroupApproximation.Full.SK05.ingredients_finiteModels GroupApproximation.Full.SKRoot.thm_main	These models make $G_X$ a limit of the groups $\SL_{3N}(\F_2)$ in the space of marked groups.
d6781a70a33e	131	134		itemize	thm:main	formalized	GroupApproximation.Full.SK05.ingredients_finiteModels GroupApproximation.Full.SK05.printedProofIngredients GroupApproximation.Full.SKRoot.thm_main	The $\SL_{3N}(\F_2)$ are quotients of one Kazhdan group, $\EL_3$ of a finitely generated free algebra over $\F_2$, so their Cayley graphs form expanders as in Kassabov's construction~\cite{Kassabov}, and $G_X$ is an expander limit of them.
b02d9a9819dc	150	156		scope	thm:main	formalized	GroupApproximation.Full.SK05.printedFigureA GroupApproximation.Full.SK05.printedFigureB GroupApproximation.Full.SK05.printedProofIngredients GroupApproximation.Full.SKRoot.thm_main	\draw[gray] (0,0) -- (5.6,0) node[right,black] {$C$}; \foreach \x/\l in {0.3/bV,2.4/V,4.5/aV}{ \draw[line width=3pt] (\x,0) -- ++(0.8,0); \node[below] at (\x+0.4,-0.08) {$\l$}; } \draw[->] (0.7,0.18) to[bend left=35] node[above] {$\epsilon_{ab}$} (4.9,0.18); \node at (2.8,-2) {(b)};
a04060f10419	167	167			thm:main	structural	GroupApproximation.Full.SKRoot.thm_main	The same argument applies to other actions.
f27d6a0083cf	167	168			thm:main	definition	GroupApproximation.Full.SK02.generalSimple_printed GroupApproximation.Full.SKRoot.thm_main GroupApproximation.SimpleKazhdanSofic.IsTopologicallyFreeAction GroupApproximation.SimpleKazhdanSofic.PrintedSimpleKazhdanGeneral	An action on a Cantor set is topologically free if no nontrivial element fixes a nonempty open set.
e3e973d598a3	168	170			thm:main	definition	GroupApproximation.Full.SK03.PrintedGeneralElementaryIdentities GroupApproximation.Full.SKRoot.thm_main GroupApproximation.elementaryUnit GroupApproximation.elementaryGroup	We write $e_{ij}(r)=I_n+rE_{ij}$, with $E_{ij}$ the matrix unit, for the elementary matrices.
e6683b64119d	173	175		theorem	thm:general	definition	GroupApproximation.Full.SK04.PrintedGeneralTheorem GroupApproximation.Full.SKRoot.thm_general	Let a finitely generated group $\Lambda$ act minimally and topologically freely on a Cantor set $C$, and let the ring $R=\LC(C,\F_2)\rtimes\Lambda$ be generated by a finite set $S\ni1$.
4420496f1fee	177	178		enumerate	thm:general	formalized	GroupApproximation.Full.SK03.printedGeneralPartA GroupApproximation.Full.SK02.generalSimple_printed GroupApproximation.Full.SK03.generalInfiniteFGKazhdan GroupApproximation.Full.SKRoot.thm_general	[\textup{(a)}] For every $n\ge3$, the group $\EL_n(R)$ is an infinite, finitely generated, simple Kazhdan group.
ca3cb1c232a8	179	184		enumerate	thm:general	definition	GroupApproximation.Full.SK04.slMarking GroupApproximation.Full.SK04.thm_general_b_printed GroupApproximation.Full.SKRoot.thm_general GroupApproximation.SimpleKazhdanSofic.IsMatricialVia	[\textup{(b)}] Suppose that there are maps $\varphi_k\colon R\to M_{N_k}(\F_2)$ with $\varphi_k(1)=I$ such that $\varphi_k(S)$ generates the ring $M_{N_k}(\F_2)$, and for all $r,r'\in R$ and all large $k$, depending on $r$ and $r'$, we have $\varphi_k(r+r')=\varphi_k(r)+\varphi_k(r')$ and $\varphi_k(rr')=\varphi_k(r)\varphi_k(r')$.
10c6704796c1	184	187		enumerate	thm:general	formalized	GroupApproximation.Full.SK04.thm_general_b_printed GroupApproximation.Full.SK04.isMarkedLimit_matricial GroupApproximation.Full.SK04.isExpanderFamily_matricial GroupApproximation.Full.SK04.printedGeneralTheorem GroupApproximation.Full.SKRoot.thm_general	Then for every $n\ge3$, $\EL_n(R)$, marked by the $e_{ij}(s)$ with $s\in S$, is an expander limit of the finite simple groups $\SL_{nN_k}(\F_2)$ marked by the $e_{ij}(\varphi_k(s))$.
6f81d32bea17	191	192			thm:general	formalized	GroupApproximation.Full.SK05.periodicApproximationsRemark GroupApproximation.Full.SK05.periodicMatricial_printed GroupApproximation.Full.SKRoot.thm_general	Periodic approximations of $X$ give such maps, and Theorem~\ref{thm:main} follows.
9cfaf3b5009a	192	194			thm:general	formalized	GroupApproximation.Full.SK12.countableSubgroupsOfGeneral_iff GroupApproximation.Full.SKRoot.thm_general	Lamplighter actions show that the countable subgroups of the groups in Theorem~\ref{thm:general}\textup{(b)} are exactly the countable LEF groups (Corollary~\ref{cor:host}).
a0b6625c025e	194	195			thm:general	structural	GroupApproximation.Full.SK07.subshiftHypothesisCannotBeDropped GroupApproximation.Full.SKRoot.thm_general	Over $\Z$ the subshift hypothesis cannot be dropped (Section~\ref{sec:main}).
386f01325a6d	220	220	Proof of Theorem~\ref{thm:general}		sec:proof	structural	GroupApproximation.SimpleKazhdanSofic.PrintedSimpleKazhdanGeneral	We write the proof for $n=3$; for $n\ge3$ replace $3$ by $n$ throughout.
dec3ec76e6d3	223	223	The ring and property (T)			definition	GroupApproximation.Full.SK03.PrintedGeneralRing	Write $e_U$ for the indicator of a clopen set $U\subseteq C$.
e8b2abde6cb8	223	226	The ring and property (T)			formalized	GroupApproximation.Full.SK03.printedGeneralRing	The ring $R=\bigoplus_{\xi\in\Lambda}\LC(C,\F_2)\,u_\xi$ has the multiplication $(fu_\xi)(f'u_\eta)=f\,(f'\circ\xi^{-1})\,u_{\xi\eta}$, so $u_\xi e_Uu_\xi^{-1}=e_{\xi U}$.
55e4d3a287b9	226	228	The ring and property (T)			definition	GroupApproximation.Full.SK03.wordBall GroupApproximation.Full.SK03.mul_mem_wordBall GroupApproximation.Full.SK03.exists_mem_wordBall GroupApproximation.SimpleKazhdanSofic.wordBall GroupApproximation.SimpleKazhdanSofic.mul_mem_wordBall	Fix a finite symmetric generating set of $\Lambda$, let $|\xi|$ be the word length, and put $B_m=\{\xi\in\Lambda:|\xi|\le m\}$.
8effae5524d5	228	229	The ring and property (T)			definition	GroupApproximation.Full.SK03.elementaryGenerators GroupApproximation.Full.SK03.elementaryGenerators_finite GroupApproximation.elementaryGroup GroupApproximation.elementaryUnit	Let $G=\EL_3(R)$ be the subgroup of $\GL_3(R)$ generated by the $e_{ij}(r)$ with $i\ne j$ and $r\in R$.
173f18fa77ce	229	230	The ring and property (T)			formalized	GroupApproximation.Full.SK03.printedGeneralElementaryIdentities GroupApproximation.SimpleKazhdanSofic.printedGeneralElementaryIdentities	With $[g,h]=ghg^{-1}h^{-1}$ and $i,j,l$ distinct,
321960985f46	231	233	The ring and property (T)	equation	eq:elementary	formalized	GroupApproximation.Full.SK03.printedGeneralElementaryIdentities GroupApproximation.Full.SKRoot.eq_elementary	[display] e_{ij}(r+r')=e_{ij}(r)e_{ij}(r'),\qquad [e_{il}(r),e_{lj}(r')]=e_{ij}(rr').
47723a292327	234	234	The ring and property (T)			formalized	GroupApproximation.Full.SK03.elementaryGeneration GroupApproximation.Full.SK03.closure_elementaryGenerators_eq_top GroupApproximation.Full.SK03.elementaryGroup_fg GroupApproximation.SimpleKazhdanSofic.printedGeneralElementaryGeneration GroupApproximation.SimpleKazhdanSofic.coefficientSubringFin	So the $e_{ij}(s)$ with $s\in S$ generate $G$.
1000b4dda3f2	234	237	The ring and property (T)			formalized	GroupApproximation.Full.SK03.elementaryGroup_hasKazhdanPropertyT GroupApproximation.Full.SK03.printedEJZ	By Ershov and Jaikin-Zapirain~\cite[Theorem~1.1]{EJZ}, $\EL_n$ of every finitely generated associative unital ring has property~\textup{(T)} for $n\ge3$, so $G$ has property~\textup{(T)}.
5c7e6bf6360f	237	238	The ring and property (T)			formalized	GroupApproximation.Full.SK03.infinite_elementaryGroup_of_injective GroupApproximation.Full.SK03.printedE12Infinite	It is infinite because $e_{12}(\LC(C,\F_2))$ is infinite.
fcd5869cc6dc	241	241	Simplicity			formalized	GroupApproximation.Full.SK02.stepThree_normalSubgroupEqTop GroupApproximation.Full.SK02.generalSimple	Let $1\ne K\trianglelefteq G$ and $1\ne g\in K$.
1c33a0efb27c	241	242	Simplicity			formalized	GroupApproximation.Full.SK02.stepThree_normalSubgroupEqTop GroupApproximation.Full.SK02.generalSimple	We show in three steps that $K=G$.
9fde45f51872	245	246	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_smallSets	Let $w\ge0$ bound the word lengths of the $\xi$ with $u_\xi$ occurring in the entries of $g$ and $g^{-1}$.
c6b37380b5cb	246	249	Step~1: a nontrivial commutator with a small elementary matrix			definition	GroupApproximation.Full.SK02.stepOne_smallSets	Call a clopen set $V$ small if (i) $V\cap\xi V=\varnothing$ for every $\xi\in B_{2w}\setminus\{e\}$, and (ii) $f\circ\xi$ is constant on $V$ for every $\xi\in B_w$ and every coefficient $f\in\LC(C,\F_2)$ of an entry of $g$ or $g^{-1}$.
89681b2636c0	249	251	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_movedPointsDense	Each $\xi\ne e$ fixes a closed set with empty interior, so the points moved by every $\xi\in B_{2w}\setminus\{e\}$ form a dense open set.
6b042d09b8a1	251	253	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_smallSets	Small enough clopen neighborhoods of these points are small, so every nonempty clopen set contains a nonempty small one.
54ceec15a5e0	255	255	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_nonCommutingRoot GroupApproximation.Full.SK02.stepOne_commutator GroupApproximation.SimpleKazhdanSofic.General.exists_isSmall_not_commute_elGen	Some $h=e_{ij}(e_V)$ with $V$ small does not commute with $g$.
9c94086f2a8c	255	257	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_nonCommutingRoot GroupApproximation.SimpleKazhdanSofic.General.commute_elGen_iff	Indeed, $g$ commutes with $e_{ij}(r)$ exactly when $g_{pi}r=0$ for $p\ne i$, $rg_{jq}=0$ for $q\ne j$, and $g_{ii}r=rg_{jj}$.
f7fd3c8f31ea	257	259	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_nonCommutingRoot GroupApproximation.SimpleKazhdanSofic.General.coeff_mul_charFn_apply GroupApproximation.SimpleKazhdanSofic.General.coeff_charFn_mul_apply	For $c=\sum_\xi c_\xi u_\xi$ and small $V$ we have $ce_V=\sum_\xi c_\xi e_{\xi V}u_\xi$ and $e_Vc=\sum_\xi e_Vc_\xi u_\xi$.
f7414546517d	259	261	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_nonCommutingRoot GroupApproximation.SimpleKazhdanSofic.General.exists_eq_one_of_ne_zero GroupApproximation.SimpleKazhdanSofic.General.exists_forall_coeff_mul_charFn_ne_zero GroupApproximation.SimpleKazhdanSofic.General.exists_forall_coeff_charFn_mul_ne_zero	If $c_\xi\ne0$, it equals $1$ on a nonempty clopen set $U$, and a small set $V\subseteq\xi^{-1}U$ gives $ce_V\ne0$, while a small set $V\subseteq U$ gives $e_Vc\ne0$.
128014aac9d0	261	262	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_nonCommutingRoot GroupApproximation.SimpleKazhdanSofic.General.offDiag_eq_zero GroupApproximation.SimpleKazhdanSofic.General.eq_zero_of_forall_mul_charFn GroupApproximation.SimpleKazhdanSofic.General.eq_zero_of_forall_charFn_mul	So if $g$ commutes with every such $h$, then $g$ is diagonal.
d0c1d6b200d3	262	265	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_nonCommutingRoot GroupApproximation.SimpleKazhdanSofic.General.coeff_diag_eq_zero	In $g_{ii}e_V=e_Vg_{jj}$ the coefficients at $u_\xi$ with $\xi\ne e$ are supported in the disjoint sets $\xi V$ and $V$, so they vanish, and the same argument shows that the corresponding coefficients of $g_{ii}$ and $g_{jj}$ vanish.
c8e749a3c9f3	265	266	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_nonCommutingRoot	The coefficients at $u_e$ agree on every small $V$, so they agree everywhere.
02049aee6dd1	267	268	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.stepOne_nonCommutingRoot	Therefore $g=cI_3$ with $c\in\LC(C,\F_2)$, and comparing coefficients at $u_e$ in $cc^{-1}=1$ gives $c=1$ and $g=1$.
d7ab394e4130	268	268	Step~1: a nontrivial commutator with a small elementary matrix			structural		Fix such $h$ and $V$.
3692a1707c7c	268	269	Step~1: a nontrivial commutator with a small elementary matrix			formalized	GroupApproximation.Full.SK02.commutator_mem_ne_one GroupApproximation.Full.SK02.stepOne_commutator	Then $x=[g,h]$ lies in $K\setminus\{1\}$.
58793e16cd82	272	272	Step~2: the commutator lies in a finite simple group over a tower			definition	GroupApproximation.Full.SK02.stepTwo_epsilon_mul_epsilon	Put $d=3|B_w|$.
9d83a0cd7c1c	272	273	Step~2: the commutator lies in a finite simple group over a tower			definition	GroupApproximation.Full.SK02.stepTwo_epsilon_mul_epsilon	For $a,b\in B_w$ put $\epsilon_{ab}=e_{aV}u_{ab^{-1}}$ (Figure~\ref{fig:models}(b)).
5ce2f653f637	273	276	Step~2: the commutator lies in a finite simple group over a tower			formalized	GroupApproximation.Full.SK02.stepTwo_epsilon_mul_epsilon GroupApproximation.SimpleKazhdanSofic.General.epsilon_mul_epsilon GroupApproximation.SimpleKazhdanSofic.IsCovariantPair	Since $\epsilon_{ab}\epsilon_{a'b'}=e_{a(V\cap b^{-1}a'V)}\,u_{ab^{-1}a'b'^{-1}}$ and $b^{-1}a'\in B_{2w}$, we get $\epsilon_{ab}\epsilon_{a'b'}=\delta_{ba'}\epsilon_{ab'}$.
